dt abs_bias
1.0 0.004170690537803112
0.5 0.0017603334287722844
0.25 0.0012663969675264924
0.125 0.0006878277744094691
0.0625 0.0005655621654864496
0.03125 0.00035450370560773103
0.015625 0.00017264445364623127
0.0078125 4.550303701000846e-05
0.00390625 0.0006004393745915187
0.001953125 9.498916357453258e-05
0.0009765625 7.751106338828306e-05
0.00048828125 6.822683425967979e-05
