dt abs_bias
1.0 0.0026205958744424662
0.5 0.0006066270711371918
0.25 0.0005336778687753119
0.125 0.0002787038116701529
0.0625 0.00037647209238610146
0.03125 0.0002478154995860654
0.015625 0.00012458459918110454
0.0078125 2.113726402878935e-05
0.00390625 0.0005860415161702132
0.001953125 9.81338381391278e-05
0.0009765625 7.347824196800301e-05
0.00048828125 6.718737055452784e-05
